timestamp;bx;by;bz;ax;ay;az;gx;gy;gz;pressure;x;y;floor;poi_type;description;magnetic_magnitude;step_count;heading
1751659097600;18.19;-11.23;-47.91;-0.30;1.59;10.00;-0.01;-0.01;-0.00;;136.00;374.00;1;;;52.46;0;328.3
1751659097699;18.13;-11.18;-47.78;-0.30;1.56;10.04;-0.00;0.01;0.01;;136.00;374.00;1;;;52.31;0;328.4
1751659097800;18.13;-11.18;-47.78;-0.30;1.56;10.04;-0.00;0.01;0.01;;136.00;374.00;1;;;52.31;0;328.4
1751659097898;18.15;-11.08;-47.85;-0.28;1.55;10.05;-0.01;-0.01;-0.01;;136.00;374.00;1;;;52.36;0;328.6
1751659098000;18.15;-11.08;-47.85;-0.28;1.55;10.05;-0.01;-0.01;-0.01;;136.00;374.00;1;;;52.36;0;328.6
1751659098099;18.15;-11.01;-47.78;-0.30;1.53;10.02;-0.00;0.00;-0.00;;136.00;374.00;1;;;52.28;0;328.8
1751659098199;18.15;-11.01;-47.78;-0.30;1.53;10.02;-0.00;0.00;-0.00;;136.00;374.00;1;;;52.28;0;328.8
1751659098298;18.17;-10.91;-47.70;-0.31;1.54;10.04;-0.01;-0.01;-0.00;;136.00;374.00;1;;;52.20;0;329.0
1751659098399;18.17;-10.91;-47.70;-0.31;1.54;10.04;-0.01;-0.01;-0.00;;136.00;374.00;1;;;52.20;0;329.0
1751659098499;18.21;-10.88;-47.78;-0.30;1.53;10.01;-0.00;-0.00;0.00;;136.00;374.00;1;;;52.27;0;329.1
1751659098600;18.21;-10.88;-47.78;-0.30;1.53;10.01;-0.00;-0.00;0.00;;136.00;374.00;1;;;52.27;0;329.1
1751659098699;18.21;-10.78;-47.76;-0.30;1.52;10.05;-0.00;-0.00;0.00;;136.00;374.00;1;;;52.23;0;329.4
1751659098799;18.21;-10.78;-47.76;-0.30;1.52;10.05;-0.00;-0.00;-0.00;;136.00;374.00;1;;;52.23;0;329.4
1751659098900;18.19;-10.76;-47.72;-0.30;1.51;10.02;-0.00;-0.00;-0.00;;136.00;374.00;1;;;52.19;0;329.4
1751659098999;18.19;-10.76;-47.72;-0.30;1.51;10.02;-0.01;0.01;0.00;;136.00;374.00;1;;;52.19;0;329.4
1751659099099;18.11;-10.71;-47.76;-0.28;1.51;10.04;-0.01;0.01;0.00;;136.00;374.00;1;;;52.19;0;329.4
1751659099199;18.11;-10.71;-47.76;-0.28;1.51;10.04;-0.00;-0.00;0.00;;136.00;374.00;1;;;52.19;0;329.4
1751659099299;18.11;-10.69;-47.81;-0.28;1.49;10.00;-0.00;-0.00;0.00;;136.00;374.00;1;;;52.23;0;329.5
1751659099399;18.11;-10.69;-47.81;-0.28;1.49;10.00;-0.01;-0.00;-0.00;;136.00;374.00;1;;;52.23;0;329.5
1751659099499;18.13;-10.69;-47.78;-0.29;1.49;10.13;-0.01;-0.00;-0.00;;136.00;374.00;1;;;52.21;0;329.5
1751659099599;18.13;-10.69;-47.78;-0.29;1.49;10.13;0.01;-0.00;0.00;;136.00;374.00;1;;;52.21;0;329.5
1751659099699;18.13;-10.65;-47.83;-0.26;1.50;10.01;0.01;-0.00;0.00;;136.00;374.00;1;;;52.25;0;329.6
1751659099799;18.13;-10.65;-47.83;-0.26;1.50;10.01;0.01;-0.00;0.01;;136.00;374.00;1;;;52.25;0;329.6
1751659099899;18.09;-10.61;-47.87;-0.26;1.50;10.01;0.01;-0.00;0.01;;136.00;374.00;1;;;52.26;0;329.6
1751659100000;18.09;-10.61;-47.87;-0.26;1.52;10.00;-0.01;0.00;0.01;;136.00;374.00;1;;;52.26;0;329.6
1751659100099;18.11;-10.54;-47.91;-0.26;1.52;10.00;-0.01;0.00;0.01;;136.00;374.00;1;;;52.29;0;329.8
1751659100199;18.11;-10.54;-47.91;-0.27;1.50;10.04;-0.01;-0.00;-0.00;;136.00;374.00;1;;;52.29;0;329.8
1751659100299;18.04;-10.54;-47.94;-0.27;1.50;10.04;-0.01;-0.00;-0.00;;136.00;374.00;1;;;52.30;0;329.7
1751659100399;18.04;-10.54;-47.94;-0.28;1.50;10.07;0.00;0.01;0.00;;136.00;374.00;1;;;52.30;0;329.7
1751659100499;18.08;-10.48;-47.94;-0.28;1.50;10.07;0.00;0.01;0.00;;136.00;374.00;1;;;52.30;0;329.9
1751659100599;18.08;-10.48;-47.94;-0.33;1.54;10.01;-0.03;-0.02;0.04;;136.00;374.00;1;;;52.30;0;329.9
1751659100699;18.23;-10.41;-47.93;-0.33;1.54;10.01;-0.03;-0.02;0.04;;136.00;374.00;1;;;52.32;0;330.3
1751659100799;18.23;-10.41;-47.93;-0.20;1.36;10.04;0.02;0.07;0.02;;136.00;374.00;1;;;52.32;0;330.3
1751659100900;18.30;-10.43;-48.00;-0.20;1.36;10.04;0.02;0.07;0.02;;136.00;374.00;1;;;52.42;0;330.3
1751659100999;18.30;-10.43;-48.00;-0.36;1.47;10.06;-0.01;-0.05;-0.04;;136.00;374.00;1;;;52.42;0;330.3
1751659101099;18.32;-10.39;-48.09;-0.36;1.47;10.06;-0.01;-0.05;-0.04;;136.00;374.00;1;;;52.50;0;330.4
1751659101199;18.32;-10.39;-48.09;-0.29;1.47;10.05;-0.01;-0.01;0.01;;136.00;374.00;1;;;52.50;0;330.4
1751659101299;18.30;-10.35;-48.15;-0.29;1.47;10.05;-0.01;-0.01;0.01;;136.00;374.00;1;;;52.54;0;330.5
1751659101398;18.30;-10.35;-48.15;-0.27;1.46;10.05;-0.00;-0.01;0.01;;136.00;374.00;1;;;52.54;0;330.5
1751659101500;18.28;-10.35;-48.21;-0.27;1.46;10.05;-0.00;-0.01;0.01;;136.00;374.00;1;;;52.58;0;330.5
1751659101599;18.28;-10.35;-48.21;-0.25;1.45;10.01;0.02;0.01;0.00;;136.00;374.00;1;;;52.58;0;330.5
1751659101701;18.23;-10.39;-48.21;-0.25;1.45;10.01;0.02;0.01;0.00;;136.00;374.00;1;;;52.57;0;330.3
1751659101799;18.23;-10.39;-48.21;-0.24;1.45;10.06;-0.02;-0.01;0.01;;136.00;374.00;1;;;52.57;0;330.3
1751659101899;18.34;-10.29;-48.28;-0.24;1.45;10.06;-0.02;-0.01;0.01;;136.00;374.00;1;;;52.66;0;330.7
1751659101999;18.34;-10.29;-48.28;-0.24;1.47;10.08;0.01;-0.00;0.01;;136.00;374.00;1;;;52.66;0;330.7
1751659102099;18.38;-10.33;-48.41;-0.24;1.47;10.08;0.01;-0.00;0.01;;136.00;374.00;1;;;52.80;0;330.7
1751659102199;18.38;-10.33;-48.41;-0.21;1.45;10.06;0.02;0.00;-0.01;;136.00;374.00;1;;;52.80;0;330.7
1751659102299;18.28;-10.39;-48.41;-0.21;1.45;10.06;0.02;0.00;-0.01;;136.00;374.00;1;;;52.78;0;330.4
1751659102399;18.28;-10.39;-48.41;-0.22;1.51;10.03;0.00;0.01;-0.02;;136.00;374.00;1;;;52.78;0;330.4
1751659102499;18.21;-10.43;-48.36;-0.22;1.51;10.03;0.00;0.01;-0.02;;136.00;374.00;1;;;52.71;0;330.2
1751659102599;18.21;-10.43;-48.36;-0.34;1.55;10.01;0.02;-0.00;-0.01;;136.00;374.00;1;;;52.71;0;330.2
1751659102700;18.13;-10.46;-48.34;-0.34;1.55;10.01;0.02;-0.00;-0.01;;136.00;374.00;1;;;52.68;0;330.0
1751659102801;18.13;-10.46;-48.34;-0.27;1.57;10.02;0.00;-0.00;-0.00;;136.00;374.00;1;;;52.68;0;330.0
1751659102900;18.21;-10.50;-48.39;-0.27;1.57;10.02;0.00;-0.00;-0.00;;136.00;374.00;1;;;52.76;0;330.0
1751659103000;18.21;-10.50;-48.39;-0.23;1.54;10.05;0.01;-0.02;0.00;;136.00;374.00;1;;;52.76;0;330.0
1751659103101;18.19;-10.58;-48.26;-0.23;1.54;10.05;0.01;-0.02;0.00;;136.00;374.00;1;;;52.65;0;329.8
1751659103200;18.19;-10.58;-48.26;-0.25;1.58;10.03;0.01;-0.01;-0.01;;136.00;374.00;1;;;52.65;0;329.8
1751659103299;18.17;-10.65;-48.23;-0.25;1.58;10.03;0.01;-0.01;-0.01;;136.00;374.00;1;;;52.62;0;329.6
1751659103399;18.17;-10.65;-48.23;-0.21;1.58;9.99;0.00;0.00;-0.03;;136.00;374.00;1;;;52.62;0;329.6
1751659103500;18.09;-10.78;-48.17;-0.21;1.58;9.99;0.00;0.00;-0.03;;136.00;374.00;1;;;52.57;0;329.2
1751659103600;18.09;-10.78;-48.17;-0.29;1.67;10.02;0.00;-0.00;0.01;;136.00;374.00;1;;;52.57;0;329.2
1751659103699;18.00;-10.80;-48.19;-0.29;1.67;10.02;0.00;-0.00;0.01;;136.00;374.00;1;;;52.56;0;329.0
1751659103799;18.00;-10.80;-48.19;-0.22;1.61;10.01;-0.00;0.00;0.00;;136.00;374.00;1;;;52.56;0;329.0
1751659103899;18.04;-10.86;-48.19;-0.22;1.61;10.01;-0.00;0.00;0.00;;136.00;374.00;1;;;52.59;0;329.0
1751659103999;18.04;-10.86;-48.19;-0.28;1.60;10.09;-0.02;0.01;-0.01;;136.00;374.00;1;;;52.59;0;329.0
1751659104098;17.94;-10.86;-48.19;-0.28;1.60;10.09;-0.02;0.01;-0.01;;136.00;374.00;1;;;52.55;0;328.8
1751659104199;17.94;-10.86;-48.19;-0.24;1.62;9.97;0.01;-0.01;0.00;;136.00;374.00;1;;;52.55;0;328.8
1751659104299;18.02;-10.88;-48.23;-0.24;1.62;9.97;0.01;-0.01;0.00;;136.00;374.00;1;;;52.62;0;328.9
1751659104399;18.02;-10.88;-48.23;-0.26;1.63;10.01;-0.01;-0.00;-0.00;;136.00;374.00;1;;;52.62;0;328.9
1751659104499;17.96;-10.88;-48.13;-0.26;1.63;10.01;-0.01;-0.00;-0.00;;136.00;374.00;1;;;52.51;0;328.8
1751659104599;17.96;-10.88;-48.13;-0.24;1.60;10.01;-0.01;-0.00;-0.00;;136.00;374.00;1;;;52.51;0;328.8
1751659104699;17.96;-10.89;-48.15;-0.24;1.60;10.01;-0.01;-0.00;-0.00;;136.00;374.00;1;;;52.53;0;328.8
1751659104798;17.96;-10.89;-48.15;-0.24;1.56;10.06;-0.00;0.00;0.02;;136.00;374.00;1;;;52.53;0;328.8
1751659104899;18.00;-10.82;-48.09;-0.24;1.56;10.06;-0.00;0.00;0.02;;136.00;374.00;1;;;52.48;0;329.0
1751659104999;18.00;-10.82;-48.09;-0.19;1.53;10.02;0.01;0.01;-0.01;;136.00;374.00;1;;;52.48;0;329.0
1751659105101;17.91;-10.84;-48.04;-0.19;1.53;10.02;0.01;0.01;-0.01;;136.00;374.00;1;;;52.40;0;328.8
1751659105199;17.91;-10.84;-48.04;-0.29;1.58;10.02;0.01;0.03;-0.02;;136.00;374.00;1;;;52.40;0;328.8
1751659105301;17.94;-10.86;-47.93;-0.29;1.58;10.02;0.01;0.03;-0.02;;136.00;374.00;1;;;52.31;0;328.8
1751659105399;17.94;-10.86;-47.93;-0.37;1.60;10.02;0.00;0.02;-0.02;;136.00;374.00;1;;;52.31;0;328.8
1751659105500;18.00;-10.84;-47.89;-0.37;1.60;10.02;0.00;0.02;-0.02;;136.00;374.00;1;;;52.29;0;328.9
1751659105598;18.00;-10.84;-47.89;-0.41;1.60;10.02;0.02;0.00;0.00;;136.00;374.00;1;;;52.29;0;328.9
1751659105699;18.06;-10.86;-47.91;-0.41;1.60;10.02;0.02;0.00;0.00;;136.00;374.00;1;;;52.33;0;329.0
1751659105846;18.06;-10.86;-47.91;-0.37;1.61;9.90;0.02;0.00;0.00;;136.00;374.00;1;;;52.33;0;329.0
1751659105899;18.08;-10.89;-47.74;-0.37;1.61;9.90;-0.01;-0.00;0.00;;136.00;374.00;1;;;52.19;0;328.9
1751659105999;18.08;-10.89;-47.74;-0.35;1.60;10.10;-0.01;-0.00;0.00;;136.00;374.00;1;;;52.19;0;328.9
1751659106099;18.17;-10.84;-47.89;-0.35;1.60;10.10;0.00;-0.03;0.04;;136.00;374.00;1;;;52.35;0;329.2
1751659106200;18.17;-10.84;-47.89;-0.24;1.58;10.06;0.00;-0.03;0.04;;136.00;374.00;1;;;52.35;0;329.2
1751659106300;18.24;-10.76;-47.91;-0.24;1.58;10.06;-0.01;-0.00;-0.00;;136.00;374.00;1;;;52.38;0;329.5
1751659106399;18.24;-10.76;-47.91;-0.25;1.54;10.03;-0.01;-0.00;-0.00;;136.00;374.00;1;;;52.38;0;329.5
1751659106499;18.38;-10.78;-48.02;-0.25;1.54;10.03;0.01;-0.00;-0.03;;136.00;374.00;1;;;52.53;0;329.6
1751659106599;18.38;-10.78;-48.02;-0.36;1.63;9.94;0.01;-0.00;-0.03;;136.00;374.00;1;;;52.53;0;329.6
1751659106699;18.51;-10.78;-48.02;-0.36;1.63;9.94;-0.02;0.03;-0.03;;136.00;374.00;1;;;52.58;0;329.8
1751659106799;18.51;-10.78;-48.02;-0.51;1.61;10.09;-0.02;0.03;-0.03;;136.00;374.00;1;;;52.58;0;329.8
1751659106899;18.51;-10.74;-47.91;-0.51;1.61;10.09;-0.03;0.02;0.07;;136.00;374.00;1;;;52.47;0;329.9
1751659106999;18.51;-10.74;-47.91;-0.40;1.61;9.93;-0.03;0.02;0.07;;136.00;374.00;1;;;52.47;0;329.9
1751659107099;18.56;-10.69;-47.94;-0.40;1.61;9.93;-0.03;-0.01;0.05;;136.00;374.00;1;;;52.51;0;330.1
1751659107200;18.56;-10.69;-47.94;-0.40;1.61;9.93;-0.03;-0.01;0.05;;136.00;374.00;1;;;52.51;0;330.1
1751659107298;18.66;-10.61;-47.89;-0.41;1.66;10.16;0.01;0.02;0.05;;136.00;374.00;1;;;52.48;0;330.4
1751659107399;18.66;-10.61;-47.89;-0.41;1.66;10.16;0.01;0.02;0.05;;136.00;374.00;1;;;52.48;0;330.4
1751659107500;18.73;-10.58;-47.98;-0.53;1.71;9.81;0.01;0.07;0.01;;136.00;374.00;1;;;52.58;0;330.6
1751659107598;18.73;-10.58;-47.98;-0.53;1.71;9.81;0.01;0.07;0.01;;136.00;374.00;1;;;52.58;0;330.6
1751659107699;18.77;-10.59;-47.79;-0.30;1.79;9.90;-0.04;-0.01;0.01;;136.00;374.00;1;;;52.43;0;330.6
1751659107799;18.77;-10.59;-47.79;-0.30;1.79;9.90;-0.04;-0.01;0.01;;136.00;374.00;1;;;52.43;0;330.6
1751659107898;18.83;-10.58;-47.72;-0.07;2.23;9.82;-0.11;-0.03;0.09;;136.00;374.00;1;;;52.38;0;330.7
1751659107999;18.83;-10.58;-47.72;-0.07;2.23;9.82;-0.11;-0.03;0.09;;136.00;374.00;1;;;52.38;0;330.7
1751659108099;18.79;-10.46;-47.57;-0.02;2.35;10.07;0.03;0.15;0.25;;136.00;374.00;1;;;52.20;0;330.9
1751659108199;18.79;-10.46;-47.57;-0.02;2.35;10.07;0.03;0.15;0.25;;136.00;374.00;1;;;52.20;0;330.9
1751659108299;19.24;-10.63;-47.40;-0.26;1.75;10.74;0.07;0.02;0.34;;136.00;374.00;1;;;52.25;0;331.1
1751659108399;19.24;-10.63;-47.40;-0.26;1.75;10.74;0.07;0.02;0.34;;136.00;374.00;1;;;52.25;0;331.1
1751659108499;19.69;-10.89;-47.33;-1.24;0.97;9.91;0.09;0.10;0.21;;136.00;374.00;1;;;52.40;0;331.0
1751659108599;19.69;-10.89;-47.33;-1.24;0.97;9.91;0.09;0.10;0.21;;136.00;374.00;1;;;52.40;0;331.0
1751659108699;20.29;-11.33;-46.91;-1.37;1.20;9.51;-0.04;0.10;0.13;;136.00;374.00;1;;;52.35;0;330.8
1751659108799;20.29;-11.33;-46.91;-1.37;1.20;9.51;-0.04;0.10;0.13;;136.00;374.00;1;;;52.35;0;330.8
1751659108898;20.87;-11.76;-46.52;-1.37;1.67;9.86;-0.01;-0.06;0.09;;136.00;374.00;1;;;52.32;0;330.6
1751659108999;20.87;-11.76;-46.52;-1.37;1.67;9.86;-0.01;-0.06;0.09;;136.00;374.00;1;;;52.32;0;330.6
1751659109099;21.45;-12.17;-46.11;-0.79;1.58;10.44;0.10;-0.06;0.07;;136.00;374.00;1;;;52.29;0;330.4
1751659109199;21.45;-12.17;-46.11;-0.79;1.58;10.44;0.10;-0.06;0.07;;136.00;374.00;1;;;52.29;0;330.4
1751659109299;21.92;-12.77;-45.75;-0.21;1.20;10.02;0.03;-0.02;-0.06;;136.00;374.00;1;;;52.31;0;329.8
1751659109399;21.92;-12.77;-45.75;-0.21;1.20;10.02;0.03;-0.02;-0.06;;136.00;374.00;1;;;52.31;0;329.8
1751659109498;22.48;-13.41;-45.39;-0.52;1.40;9.95;-0.00;0.02;0.07;;136.00;374.00;1;;;52.40;0;329.2
1751659109599;22.48;-13.41;-45.39;-0.52;1.40;9.95;-0.00;0.02;0.07;;136.00;374.00;1;;;52.40;0;329.2
1751659109698;23.01;-14.08;-45.06;-0.51;1.69;9.89;-0.04;0.01;0.04;;136.00;374.00;1;;;52.51;0;328.5
1751659109799;23.01;-14.08;-45.06;-0.51;1.69;9.89;-0.04;0.01;0.04;;136.00;374.00;1;;;52.51;0;328.5
1751659109900;23.16;-14.46;-44.78;-0.77;1.71;10.03;-0.02;0.02;0.02;;136.00;374.00;1;;;52.44;0;328.0
1751659109999;23.16;-14.46;-44.78;-0.77;1.71;10.03;-0.02;0.02;0.02;;136.00;374.00;1;;;52.44;0;328.0
1751659110099;23.36;-14.72;-44.55;-0.76;1.82;9.98;0.03;-0.01;0.02;;136.00;374.00;1;;;52.41;0;327.8
1751659110199;23.36;-14.72;-44.55;-0.76;1.82;9.98;0.03;-0.01;0.02;;136.00;374.00;1;;;52.41;0;327.8
1751659110300;23.34;-14.87;-44.51;-0.77;1.94;9.87;-0.04;0.01;0.02;;136.00;374.00;1;;;52.42;0;327.5
1751659110399;23.34;-14.87;-44.51;-0.77;1.94;9.87;-0.04;0.01;0.02;;136.00;374.00;1;;;52.42;0;327.5
1751659110500;23.23;-15.02;-44.57;-1.12;2.00;9.95;-0.05;-0.03;0.21;;136.00;374.00;1;;;52.46;0;327.1
1751659110599;23.23;-15.02;-44.57;-1.12;2.00;9.95;-0.05;-0.03;0.21;;136.00;374.00;1;;;52.46;0;327.1
1751659110699;23.04;-15.24;-44.53;-0.89;1.95;10.02;-0.04;0.07;0.61;;136.00;374.00;1;;;52.41;0;326.5
1751659110799;23.04;-15.24;-44.53;-0.89;1.95;10.02;-0.04;0.07;0.61;;136.00;374.00;1;;;52.41;0;326.5
1751659110898;22.76;-15.60;-44.63;-0.62;1.68;9.92;-0.05;0.28;1.07;;136.00;374.00;1;;;52.47;0;325.6
1751659110999;22.76;-15.60;-44.63;-0.62;1.68;9.92;-0.05;0.28;1.07;;136.00;374.00;1;;;52.47;0;325.6
1751659111099;22.20;-16.37;-44.53;-0.45;1.55;10.29;0.01;0.35;1.42;;136.00;374.00;1;;;52.38;0;323.6
1751659111199;22.20;-16.37;-44.53;-0.45;1.55;10.29;0.01;0.35;1.42;;136.00;374.00;1;;;52.38;0;323.6
1751659111299;21.09;-17.66;-44.25;-0.04;1.33;9.96;-0.11;0.15;1.35;;136.00;374.00;1;;;52.11;0;320.1
1751659111398;21.09;-17.66;-44.25;-0.04;1.33;9.96;-0.11;0.15;1.35;;136.00;374.00;1;;;52.11;0;320.1
1751659111499;19.31;-19.20;-44.03;-0.28;1.64;9.79;-0.13;0.07;0.78;;136.00;374.00;1;;;51.77;0;315.2
1751659111599;19.31;-19.20;-44.03;-0.28;1.64;9.79;-0.13;0.07;0.78;;136.00;374.00;1;;;51.77;0;315.2
1751659111699;17.25;-20.68;-43.86;-0.74;1.84;10.07;0.01;0.13;0.35;;136.00;374.00;1;;;51.47;0;309.8
1751659111799;17.25;-20.68;-43.86;-0.74;1.84;10.07;0.01;0.13;0.35;;136.00;374.00;1;;;51.47;0;309.8
1751659111899;15.02;-22.24;-43.67;-0.60;1.94;9.96;-0.02;0.05;0.23;;136.00;374.00;1;;;51.25;0;304.0
1751659111999;15.02;-22.24;-43.67;-0.60;1.94;9.96;-0.02;0.05;0.23;;136.00;374.00;1;;;51.25;0;304.0
1751659112099;12.81;-23.85;-43.43;-0.30;1.85;9.85;0.02;0.05;0.10;;136.00;374.00;1;;;51.17;0;298.2
1751659112199;12.81;-23.85;-43.43;-0.30;1.85;9.85;0.02;0.05;0.10;;136.00;374.00;1;;;51.17;0;298.2
1751659112299;10.63;-25.22;-43.29;-0.26;1.81;10.11;-0.10;-0.12;-0.01;;136.00;374.00;1;;;51.22;0;292.9
1751659112399;10.63;-25.22;-43.29;-0.26;1.81;10.11;-0.10;-0.12;-0.01;;136.00;374.00;1;;;51.22;0;292.9
1751659112499;8.44;-26.33;-43.07;-0.37;1.83;10.03;0.01;-0.01;0.05;;136.00;374.00;1;;;51.18;0;287.8
1751659112599;8.44;-26.33;-43.07;-0.37;1.83;10.03;0.01;-0.01;0.05;;136.00;374.00;1;;;51.18;0;287.8
1751659112699;6.51;-27.02;-42.92;-0.12;1.69;9.91;-0.08;-0.01;0.10;;136.00;374.00;1;;;51.13;0;283.5
1751659112799;6.51;-27.02;-42.92;-0.12;1.69;9.91;-0.08;-0.01;0.10;;136.00;374.00;1;;;51.13;0;283.5
1751659112898;5.04;-27.06;-42.98;-0.11;1.49;10.02;-0.01;0.04;0.07;;136.00;374.00;1;;;51.03;0;280.6
1751659112999;5.04;-27.06;-42.98;-0.11;1.49;10.02;-0.01;0.04;0.07;;136.00;374.00;1;;;51.03;0;280.6
1751659113100;4.29;-26.87;-43.11;-0.39;1.55;10.07;-0.01;0.04;0.07;;136.00;374.00;1;;;50.98;0;279.1
1751659113199;4.29;-26.87;-43.11;-0.39;1.55;10.07;-0.02;0.00;0.03;;136.00;374.00;1;;;50.98;0;279.1
1751659113299;3.84;-26.78;-43.20;-0.49;1.57;10.13;-0.02;0.00;0.03;;196.00;365.00;1;;;50.97;0;278.2
1751659113399;3.84;-26.78;-43.20;-0.49;1.57;10.13;-0.03;0.05;0.02;;196.00;365.00;1;;;50.97;0;278.2
1751659113498;3.54;-26.55;-43.37;-0.26;1.51;10.04;-0.03;0.05;0.02;;196.00;365.00;1;;;50.97;0;277.6
